timestamp,open,high,low,close,volume
0,100.05,100.35,99.75,100.05,1000
1,100.099139432312,100.433308647462,99.8333086474617,100.167477862612,1044.40305140398
2,100.182135674264,100.549777958773,99.9497779587729,100.317420243282,1088.25909738245
3,100.299375378972,100.69911262417,100.09911262417,100.498849869369,1131.02787871846
4,100.451071108536,100.880871319742,100.280871319742,100.710671530948,1172.18254541134
5,100.637249972817,101.09446866814,100.49446866814,100.951687363463,1211.21615430875
6,100.857743751659,101.339177839295,100.739177839295,101.22061192693,1247.64792122789
7,101.112180743219,101.614133779573,101.014133779573,101.516086815926,1281.02915045869
8,101.399979555932,101.918337055038,101.318337055038,101.836694554144,1310.94876852026
9,101.720345031824,102.250658291736,101.650658291736,102.180971551648,1337.03839392316
10,102.072266454941,102.609843193271,102.009843193271,102.5474199316,1358.97688041198
11,102.454518161364,102.994518113396,102.394518113396,102.934518065428,1376.49427765668
12,102.865662627119,103.403196158846,102.803196158846,103.340729690572,1389.37516054532
13,103.304056068328,103.834283795303,103.234283795303,103.764511522277,1397.46128601839
14,103.767856544712,104.28608792715,103.68608792715,104.204319309588,1400.65354467764
15,104.255034514163,104.756823419554,104.156823419554,104.658612324945,1398.91318310071
16,104.763385743163,105.244621029459,104.644621029459,105.125856315754,1392.26228178633
17,105.290546436376,105.747535710257,105.147535710257,105.604524984139,1380.783482836
18,105.834010409465,106.263555253241,105.663555253241,106.093100097017,1364.61897073027
19,106.391148092935,106.790609227437,106.190609227437,106.59007036194,1343.96871877004
20,106.959227122236,107.326578178119,106.726578178119,107.093929234003,1319.08802280922
21,107.535434241179,107.869303043113,107.269303043113,107.603171845048,1290.28435269533
22,108.116898222424,108.416594745081,107.816594745081,108.116291267738,1257.91356024913
23,108.700713490877,108.966243917146,108.366243917146,108.631774343414,1222.37549055018
24,109.283964123646,109.516030718666,108.916030718666,109.148097313687,1184.10905065432
25,109.863747893963,110.063734697542,109.463734697542,109.663721501121,1143.58679656043
26,110.437200026328,110.607144655234,110.007144655234,110.177089284139,1101.30910518535
27,111.001516336055,111.144068470673,110.544068470673,110.686620605291,1057.79800322395
